SMILES,CHEMBL_ID,CHEMBL_COMPOUND_NAME,CHEMBL_MAX_PHASE,Plate Number/Position Number,Prestw number,Chemical name,Structure,Broad Therapeutic class,Reported therapeutic effect,Inhibition Index
CC(C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C,CHEMBL2391146,ANGIOTENSIN,3,19A08,Prestw-1992,Angiotensin II (Human) Trifluoroacetic acid salt,nan,Cardiovascular,Vasoconstrictor,0.46081472700000004
CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,CHEMBL1256734,SULBENICILLIN,0,18A10,Prestw-1937,Sulbenicillin sodium salt,nan,Infectiology,Antibacterial,0.45942716
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,CHEMBL1200970,ETHOPROPAZINE HYDROCHLORIDE,4,11D11,Prestw-840,Ethopropazine hydrochloride,nan,Central Nervous System,Antiparkinsonian 'Antifungal,0.456724012
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,CHEMBL741,LAMOTRIGINE,4,15D11,Prestw-1492,Lamotrigine,nan,Central Nervous System,Anticonvulsant,0.455260269
Cl.Clc1ccccc1CN1CCc2sccc2C1,CHEMBL1717,TICLOPIDINE HYDROCHLORIDE,4,01E08,Prestw-47,Ticlopidine hydrochloride,nan,Hematology,Anticoagulant 'Antiplatelet,0.455230126
CN(C)CCCO[C@H]1[C@@H]([C@H](O)CO)O[C@@H]2OC(C)(C)O[C@H]12.Cl,CHEMBL1256946,AMIPRILOSE HYDROCHLORIDE,0,11E06,Prestw-845,Amiprilose hydrochloride,nan,Immunology,Immunomodulator,0.452488314
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CHEMBL1399,ANASTROZOLE,4,15A03,Prestw-1222,Anastrozole,nan,Oncology,Antineoplastic,0.452452069
NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,CHEMBL1201124,KETOROLAC TROMETHAMINE,4,12E10,Prestw-929,Ketorolac tromethamine,nan,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.44979892
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CHEMBL53,APOMORPHINE,4,02C02,Prestw-101,R(-) Apomorphine hydrochloride hemihydrate,nan,Central Nervous System,Antiparkinsonian 'Emetic,0.44813466
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,CHEMBL36506,NOVOBIOCIN,4,11D05,Prestw-834,Novobiocin sodium salt,nan,Metabolism,Antibacterial,0.447336789
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,CHEMBL6615,HEXESTROL,0,09F10,Prestw-699,Hexestrol,nan,Endocrinology,Antineoplastic,0.44415521
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,CHEMBL1581,PERINDOPRIL,4,14G02,Prestw-1101,Perindopril,nan,Cardiovascular,Antihypertensive,0.438364374
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,CHEMBL1487,ATORVASTATIN,4,15F03,Prestw-1232,Atorvastatin,nan,Metabolism,nan,0.437696255
CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl,CHEMBL1702,ATOMOXETINE HYDROCHLORIDE,4,08H05,Prestw-1463,Tomoxetine hydrochloride,nan,Central Nervous System,CNS Stimulant,0.43727495
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,CHEMBL127,MEROPENEM,4,14G07,Prestw-1106,Meropenem,nan,Infectiology,Antibacterial,0.43687073600000004
CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,4,14H03,Prestw-1112,Procarbazine hydrochloride,nan,Oncology,Antineoplastic,0.43609625700000004
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,CHEMBL349803,PIRETANIDE,4,14A08,Prestw-1047,Piretanide,nan,Cardiovascular,Antihypertensive 'Diuretic,0.434491979
O=C(Oc1cccc2cccnc12)c1ccccc1,CHEMBL1170610,BENZOXIQUINE,0,16E05,Prestw-1723,Benzoxiquine,nan,Infectiology,Antiseptic,0.43421286200000003
CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,CHEMBL1620,DIPHENHYDRAMINE HYDROCHLORIDE,4,01G06,Prestw-65,Diphenhydramine hydrochloride,nan,Allergology 'Central Nervous System,Antiemetic 'Antihistaminic 'Antitussive 'Sedative,0.433832558
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CHEMBL1201891,DEFLAZACORT,4,11B08,Prestw-1509,Deflazacort,nan,Immunology 'Metabolism,Anti-inflammatory 'Immunosuppressant,0.433332273
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CHEMBL517427,NILVADIPINE,3,09A09,Prestw-1154,Nilvadipine,nan,Cardiovascular,Antianginal 'Antihypertensive,0.43314257799999994
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CHEMBL1272,REPAGLINIDE,4,14A07,Prestw-1046,Repaglinide,nan,Endocrinology,Antidiabetic,0.43073022299999997
CCCCOC(=O)c1ccc(O)cc1,CHEMBL459008,BUTYLPARABEN,0,12B05,Prestw-894,Butylparaben,nan,Metabolism,Antifungal,0.428718418
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl,CHEMBL1200397,BUTENAFINE HYDROCHLORIDE,4,08E05,Prestw-1252,Butenafine hydrochloride,nan,Infectiology 'Metabolism,Antifungal,0.428472994
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,CHEMBL56337,EPALRESTAT,2,18A02,Prestw-1926,Epalrestat,nan,Central Nervous System,Antidiabetic,0.42803649
O=[N+]([O-])c1ccc(O)c2ncccc12,CHEMBL1454910,NITROXOLINE,0,17G08,Prestw-1909,Nitroxoline,nan,Infectiology,Antibacterial,0.426228458
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,LAPATINIB,4,17C02,Prestw-1299,Lapatinib,nan,Oncology,Antineoplastic,0.424793388
O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,CHEMBL297302,BENPERIDOL,4,07A05,Prestw-484,Benperidol,nan,Central Nervous System,Antipsychotic,0.424642585
O=C(CCCl)NCc1ccccc1,CHEMBL64195,BECLAMIDE,4,17F04,Prestw-1894,Beclamide,nan,Central Nervous System,Anticonvulsant 'Sedative,0.423768339
CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,CHEMBL8946,ETICLOPRIDE,0,12F03,Prestw-932,"(S,-) Eticlopride hydrochloride",nan,Central Nervous System,Antineoplastic,0.423410649
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,CHEMBL403,SULBACTAM,4,15A05,Prestw-1345,Sulbactam,nan,Infectiology,Antibacterial,0.42242985899999996
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,CHEMBL1490,TRIHEXYPHENIDYL,4,09G02,Prestw-701,"Trihexyphenidyl-D,L hydrochloride",nan,Central Nervous System,Antiparkinsonian,0.422381185
CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,CHEMBL1474963,BENZARONE,4,18H05,Prestw-1984,Benzarone,nan,Rheumatology,Antigout,0.42182209299999995
COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,CHEMBL313842,ZARDAVERINE,0,13B08,Prestw-977,Zardaverine,nan,Respiratory,Bronchodilator,0.420577972
CC1=NN(c2ccccc2)C(=O)C1,CHEMBL290916,EDARAVONE,4,17C08,Prestw-1845,Edaravone,nan,Central Nervous System,CNS Stimulant,0.41946313
C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL2079587,STANOZOLOL,4,06F03,Prestw-1161,Stanozolol,nan,Endocrinology,Anabolic 'Antianemic,0.417285499
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl,CHEMBL1200819,ARTICAINE HYDROCHLORIDE,4,13H03,Prestw-1032,Articaine hydrochloride,nan,Central Nervous System,Anesthetic,0.40882038
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL103,PROGESTERONE,4,06H08,Prestw-477,Progesterone,nan,Endocrinology,Progestogen,0.408704046
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,CHEMBL1201155,LOXAPINE SUCCINATE,4,02F03,Prestw-132,Loxapine succinate,nan,Central Nervous System,Antipsychotic 'Anxiolytic,0.408490515
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,CHEMBL991,STAVUDINE,4,12G11,Prestw-1279,Stavudine,nan,Infectiology,Antiviral,0.407412055
C/C(=C1\CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,CHEMBL2106586,CYCOTIAMINE,0,19B05,Prestw-1999,Cycotiamine,nan,Urology,Antineurogenic bladder,0.403515248
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,CHEMBL1517,OXYTETRACYCLINE,4,04G08,Prestw-307,Oxytetracycline dihydrate,nan,Infectiology,Antibacterial,0.402901451
C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1.Cl.Cl,CHEMBL1201775,SAPROPTERIN DIHYDROCHLORIDE,4,19D07,Prestw-2086,Sapropterin dihydrochloride,nan,Metabolism,tetrahydrobiopterin deficiency,0.402195852
Cl.O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,CHEMBL1256945,XAMOTEROL HEMIFUMARATE,0,12E04,Prestw-923,Xamoterol hemifumarate,nan,Cardiovascular,nan,0.40206664200000003
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,CHEMBL1648,ISRADIPINE,4,13G02,Prestw-1021,Isradipine,nan,Cardiovascular,Antianginal 'Antihypertensive,0.401521057
O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,CHEMBL1697829,CEFTEZOLE,0,18A04,Prestw-1928,Ceftezole,nan,Infectiology,Antibacterial,0.400509899
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,CHEMBL1728,LOMEFLOXACIN HYDROCHLORIDE,4,03H09,Prestw-238,Lomefloxacin hydrochloride,nan,Infectiology,Antibacterial,0.39961283200000003
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,CHEMBL1201288,DANTROLENE,4,04F02,Prestw-291,Dantrolene sodium salt,nan,Neuromuscular,Muscle relaxant,0.3985993
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,"CHEMBL1201160,CHEMBL1367605",RITODRINE HYDROCHLORIDE,"0,4",05C10,Prestw-349,Ritodrine hydrochloride,nan,Neuromuscular,Tocolytic,0.397235113
CN1C(=O)CC(c2ccccc2)C1=O,CHEMBL797,PHENSUXIMIDE,4,14C02,Prestw-1061,Phensuximide,nan,Central Nervous System,Anticonvulsant,0.396985064
CC(C)c1cccc(C(C)C)c1O,CHEMBL526,PROPOFOL,4,12F02,Prestw-931,Propofol,nan,Central Nervous System,Anesthetic 'Sedative,0.39690944799999994
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,CHEMBL356918,ENILCONAZOLE,0,13A04,Prestw-963,Enilconazole,nan,Metabolism,Antifungal 'Antibacterial,0.396232325
CN1CCN(C(c2ccccc2)c2ccccc2)CC1.Cl,CHEMBL1324714,CYCLIZINE HYDROCHLORIDE,4,07C11,Prestw-510,Cyclizine hydrochloride,nan,Allergology 'Central Nervous System,Antiemetic 'Antihistaminic 'Antivertigo 'Sedative,0.39560950899999997
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,CHEMBL1162,NORETHINDRONE,4,04B04,Prestw-253,Norethindrone,nan,Endocrinology,Contraceptive,0.39494747399999997
C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,CHEMBL123292,CYCLOHEXIMIDE,0,10G11,Prestw-790,Cycloheximide,nan,Infectiology,Antibacterial 'Antineoplastic,0.39107046100000004
O=c1oc2cc(O)ccc2s1,CHEMBL442687,TIOXOLONE,0,17C10,Prestw-1848,Tioxolone,nan,Dermatology,Antipsoriatic 'Antibacterial,0.390812993
C#CCN(C)CCCOc1ccc(Cl)cc1Cl.Cl,CHEMBL539507,CLORGYLINE HYDROCHLORIDE,0,05C05,Prestw-344,Clorgyline hydrochloride,nan,Central Nervous System,Antidepressant 'Antifungal,0.390798339
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,CHEMBL219916,DOMPERIDONE,4,05B11,Prestw-340,Domperidone,nan,Central Nervous System,Antiemetic,0.38996936
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,CHEMBL129529,BUTACAINE,0,11D02,Prestw-831,Butacaine,nan,Dermatology,Anesthetic,0.383686838
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CHEMBL1200961,BROMPHENIRAMINE MALEATE,4,06H06,Prestw-475,Brompheniramine maleate,nan,Allergology,Antihistaminic 'Antipruritic 'Antitussive 'Sedative,0.383297871
CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC,CHEMBL146980,MOGUISTEINE,0,17F10,Prestw-1901,Moguisteine,nan,Respiratory,Antitussive,0.38297136299999995
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,CHEMBL1129,TRIFLURIDINE,4,14B07,Prestw-1056,Trifluridine,nan,Metabolism,Antiviral 'Antineoplastic,0.38260188100000003
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,CHEMBL1735,INDINAVIR SULFATE,4,16F03,Prestw-1737,Indinavir sulfate,nan,Infectiology,Antiviral,0.38161864799999995
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,CHEMBL135,ESTRADIOL,4,06E02,Prestw-441,Estradiol-17 beta,nan,Endocrinology,Antigonadotropin,0.37966237799999997
CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1,CHEMBL256105,MONENSIN,0,10C09,Prestw-748,Monensin sodium salt,nan,Infectiology,Antibacterial,0.3796255
C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,CHEMBL2103774,TIBOLONE,4,03E08,Prestw-1181,Tibolone,nan,Endocrinology,nan,0.37936946899999996
NC(=O)NS(=O)(=O)c1ccc(N)cc1,CHEMBL139877,SULFACARBAMIDE,4,17G10,Prestw-1912,Sulfacarbamide,nan,Infectiology,Antibacterial,0.378768659
CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,CHEMBL1200432,METHYLDOPATE HYDROCHLORIDE,4,13H09,Prestw-1038,Methyldopate hydrochloride,nan,Cardiovascular,Antihypertensive,0.37783103700000004
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL189171,ACEMETACIN,4,04F07,Prestw-296,Acemetacin,nan,Metabolism,Anti-inflammatory,0.37768884399999997
Nc1ccc(O)c(C(=O)O)c1,CHEMBL704,MESALAMINE,4,14C10,Prestw-1069,Mesalamine,nan,Metabolism,Anti-inflammatory,0.377235847
c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,CHEMBL1371770,PIRIBEDIL,4,13B11,Prestw-980,Piribedil,nan,Cardiovascular 'Central Nervous System,Antiparkinsonian 'Vasodilator,0.37599527899999996
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]21C,CHEMBL1385514,DICHLORISONE ACETATE,0,17D07,Prestw-1860,Dichlorisone acetate,nan,Central Nervous System,Anti-inflammatory,0.371798321
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CHEMBL1770,LEVAMISOLE HYDROCHLORIDE,4,03C03,Prestw-182,Levamisole hydrochloride,nan,Immunology 'Infectiology,Antihelmintic 'Immunomodulator,0.36957964600000004
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,CHEMBL51,KETANSERIN,4,05H03,Prestw-392,Ketanserin tartrate hydrate,nan,Cardiovascular,Antihypertensive 'Vasodilator,0.366709199
CCOC(=O)C(C)(N)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,CHEMBL2104225,ETIROXATE,0,19H09,Prestw-2095,Etiroxate hydrochloride,nan,Cardiovascular,Antilipemic,0.36643079799999995
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL485683,ADRENOTERONE,0,12B10,Prestw-899,Adrenosterone,nan,Endocrinology,Anabolic,0.365288696
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CHEMBL1443,NAFCILLIN,4,11E04,Prestw-843,Nafcillin sodium salt monohydrate,nan,Metabolism,Antibacterial,0.363347855
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,CHEMBL1042,CHOLECALCIFEROL,4,17A07,Prestw-429,Cholecalciferol,nan,Metabolism,Antihypoparathyroid 'Antiosteoporetic,0.363187904
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,CHEMBL396778,SAFINAMIDE,4,18G09,Prestw-2033,Safinamide,nan,Central Nervous System,Antiparkinsonian,0.36147074100000004
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CHEMBL1200323,LABETALOL HYDROCHLORIDE,4,04D08,Prestw-277,Labetalol hydrochloride,nan,Cardiovascular,Antihypotensive,0.358429215
Cl.Cl.NCCc1c[nH]cn1,CHEMBL1533310,HISTAMINE DIHYDROCHLORIDE,4,16F05,Prestw-1700,Histamine dihydrochloride,nan,Oncology 'Neuromuscular,Antineoplastic 'Analgesic,0.35759924299999996
Brc1c(NC2=NCCN2)ccc2nccnc12,CHEMBL844,BRIMONIDINE,4,16H09,Prestw-1751,Brimonidine L-tartrate,nan,Ophthalmology,Antiglaucoma,0.354996155
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,4,10F02,Prestw-771,Alclometasone dipropionate,nan,Metabolism,Anti-inflammatory,0.354677133
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,CHEMBL1409,FLUVOXAMINE MALEATE,4,13D06,Prestw-995,Fluvoxamine maleate,nan,Central Nervous System,Antidepressant 'CNS Stimulant,0.35392247600000004
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL1513,IRBESARTAN,4,16F02,Prestw-1736,Irbesartan,nan,Cardiovascular,Antihypertensive,0.35369461
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,CHEMBL1235017,OROTIC ACID,2,17F06,Prestw-1897,Orotic acid,nan,Metabolism,Uricosuric,0.35339868
O=C(O)c1cccnc1,CHEMBL573,NIACIN,4,12A02,Prestw-881,Niacin,nan,Cardiovascular,Antilipemic 'Vasodilator,0.35290390200000005
CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,CHEMBL19,METHAZOLAMIDE,4,11A03,Prestw-802,Methazolamide,nan,Metabolism 'Ophthalmology,Antiglaucoma 'Diuretic,0.351823703
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1.O=C(O)CC(O)C(=O)O,CHEMBL1592663,,0,13D03,Prestw-992,Pizotifen malate,nan,Allergology 'Cardiovascular 'Central Nervous System,Antihistaminic 'Antimigraine 'Sedative,0.35003241700000004
N=C(N)NCc1cccc(I)c1,CHEMBL818,IOBENGUANE,4,07A11,Prestw-490,Iobenguane sulfate,nan,Oncology,Antineoplastic,0.349522037
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],CHEMBL1200629,VECURONIUM BROMIDE,4,15F08,Prestw-1359,Vecuronium bromide,nan,Metabolism,Muscle relaxant,0.348344438
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,"CHEMBL1899328,CHEMBL3989556",REMOXIPRIDE HYDROCHLORIDE,"0,4",13B02,Prestw-971,Remoxipride hydrochloride,nan,Central Nervous System,Antipsychotic,0.346535735
O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,CHEMBL2368925,DOLASETRON,4,12A06,Prestw-1510,Dolasetron mesilate,nan,Central Nervous System,Antiemetic,0.34609038299999995
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,CHEMBL454446,CEFDITOREN PIVOXIL,4,05F06,Prestw-1840,Cefditoren Pivoxil,nan,Infectiology,Antibacterial,0.345106995
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CHEMBL19299,LOXOPROFEN,3,17G03,Prestw-1904,loxoprofen,nan,Neuromuscular,Anti-inflammatory 'Antipyretic,0.34509577799999996
Oc1c(I)cc(Cl)c2cccnc12,CHEMBL497,CLIOQUINOL,4,12A07,Prestw-886,Clioquinol,nan,Metabolism,Antiamebic 'Antiseptic 'Antifungal,0.34435877
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,CHEMBL33845,DICHLOROPHEN,0,18E02,Prestw-2022,Dichlorophen,nan,Veterinary,Antibacterial 'Antiparasitic,0.341990997
NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,CHEMBL1373254,CYCLOPENTHIAZIDE,4,13D05,Prestw-994,Cyclopenthiazide,nan,Cardiovascular,Antihypertensive 'Diuretic,0.34168408899999997
CC(=O)Oc1c(C)cccc1C(=O)O,CHEMBL1234172,,0,18F05,Prestw-2062,Cresopirine,nan,Central Nervous System,Anti-inflammatory,0.341433295
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=C([O-])c1ccccc1,CHEMBL1371493,DENATONIUM BENZOATE,0,13A02,Prestw-961,Denatonium benzoate,nan,Neuromuscular,Aversive,0.34102846200000003
O=c1[nH]c(=O)n(C2CCCO2)cc1F,CHEMBL20883,TEGAFUR,4,16B07,Prestw-1753,Tegafur,nan,Oncology,Antineoplastic,0.339969236
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,CHEMBL787,MONTELUKAST,4,15G07,Prestw-1189,Montelukast,nan,Respiratory,Antiasthmatic,0.338796559
CNCC(O)c1ccc(O)c(O)c1.Cl,CHEMBL1255663,RACEPINEPHRINE HYDROCHLORIDE,0,15G06,Prestw-1480,Racepinephrine hydrochloride,nan,Cardiovascular 'Respiratory,Bronchodilator 'Vasoconstrictor,0.335835184
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,CHEMBL1201754,RUFINAMIDE,4,18F06,Prestw-2064,Rufinamide,nan,Central Nervous System,Antiepileptic 'Anticonvulsant,0.335218898
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,CHEMBL1201162,DORZOLAMIDE HYDROCHLORIDE,4,14H07,Prestw-1116,Dorzolamide hydrochloride,nan,Cardiovascular,Antiglaucoma 'Antihypertensive,0.33320118
C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,CHEMBL1328968,MELENGESTROL ACETATE,0,15B03,Prestw-1435,Melengestrol acetate,nan,Endocrinology,Antineoplastic,0.332567461
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,CHEMBL473,DOFETILIDE,4,16D10,Prestw-1743,Dofetilide,nan,Cardiovascular,Antiarrhythmic,0.331213394
COc1ccc(C(=O)c2ccccc2)c(O)c1,CHEMBL1625,OXYBENZONE,4,12A08,Prestw-887,Oxybenzone,nan,Dermatology,UV protectant,0.33107052600000003
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,CHEMBL452076,CILNIDIPINE,3,15G09,Prestw-1376,Cilnidipine,nan,Cardiovascular,Antihypertensive,0.330525133
[K],CHEMBL1201290,POTASSIUM,3,15A07,Prestw-1315,Clavulanate potassium salt,nan,Infectiology,Antibacterial,0.329555028
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-],CHEMBL1200950,CLIDINIUM BROMIDE,4,11C03,Prestw-822,Clidinium bromide,nan,Neuromuscular,Antispastic,0.32900435699999997
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,CHEMBL44746,KHELLIN,0,02B02,Prestw-91,Khellin,nan,Cardiovascular 'Gastroenterology 'Respiratory,Antispastic 'Antitussive 'Vasodilator,0.327535287
O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,CHEMBL15677,FENCLOFENAC,4,19B06,Prestw-2000,Fenclofenac,nan,Rheumatology 'Central Nervous System,Anti-inflammatory 'Antipyretic,0.32567088899999996
